,months_as_customer,policy_deductable,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,injury_claim,property_claim,vehicle_claim,policy_csl_250/500,policy_csl_500/1000,insured_sex_MALE,insured_education_level_College,insured_education_level_High School,insured_education_level_JD,insured_education_level_MD,insured_education_level_Masters,insured_education_level_PhD,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,incident_severity_Minor Damage,incident_severity_Total Loss,incident_severity_Trivial Damage,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police,property_damage_YES,police_report_available_YES
810,0.5108707678843726,1.42941662020131,-0.46812336418620953,-0.8996798476499938,-1.1499739589210656,-1.2610853666511883,1.1512908743417392,-1.2437309318975538,0.46677386261488224,-0.20095952460456065,-0.1963946710182401,0.36528684066143763,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
511,0.7162230193787608,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,-0.7189225319754852,-0.38976889959601435,-0.8223506245298137,1.2110011705318287,1.369042926947773,-1.322730190223417,-1.3389943590670228,-1.6837824252586728,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
307,-0.4132143638403744,-1.046478218484562,-0.46812336418620953,0.6534479136612601,0.9269101890894585,0.3363281562832972,1.1512908743417392,-0.016364880682862654,0.46677386261488224,-0.2883438337016817,-0.2854015307756634,0.5158773341020946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
328,0.4937580802598402,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,-0.8254271331236013,1.1512908743417392,-1.2437309318975538,0.46677386261488224,0.4249559917190041,-0.5337927673080075,0.0173708730571614,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
186,-0.19074942472145384,1.42941662020131,-0.46812336418620953,-0.8996798476499938,-1.1285995079981443,1.4980834456901957,1.1512908743417392,-0.016364880682862654,-0.43549520171800854,-1.032126557644619,-1.0429948021993127,-1.238242275699764,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36,-1.174728963132064,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,-1.2610853666511883,-0.8223506245298137,-0.016364880682862654,-0.43549520171800854,-0.26598970811869727,-0.2626323340935318,0.56157375969788,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
606,-0.7640244601432876,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,-1.4314042294061968,-1.2610853666511883,-0.8223506245298137,-1.2437309318975538,1.369042926947773,-0.32085892545875,-0.31852036231330927,0.4494098059627701,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
239,-0.4132143638403744,-0.22117993892260457,-0.46812336418620953,1.006431495777454,0.9269101890894585,-1.6967436001787752,-0.8223506245298137,-0.016364880682862654,-0.43549520171800854,-0.7720058235880727,-0.7780441498981459,-0.28952216702362554,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
325,1.7087589016016371,1.42941662020131,-0.46812336418620953,-0.8996798476499938,-1.4029049615089684,1.6433028568660581,1.1512908743417392,-0.016364880682862654,-0.43549520171800854,2.103547603677655,0.32108707175747675,1.2740225769412636,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
545,-0.584341240085698,-0.22117993892260457,-0.46812336418620953,1.419422286853401,0.9269101890894585,-0.9706465442994636,-0.8223506245298137,-0.016364880682862654,1.369042926947773,1.6158212273216306,0.07269583522513266,0.8378294235269471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
171,-0.6870173658328921,1.42941662020131,-0.46812336418620953,2.2348143615418095,0.9269101890894585,-1.5515241890029128,-0.8223506245298137,-1.2437309318975538,-0.43549520171800854,-0.12780056815115698,-0.12187730005853686,0.14822881908145635,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
131,-0.04529157991292886,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,-1.2610853666511883,1.1512908743417392,1.2110011705318287,0.46677386261488224,-0.23957119606607924,1.0372818037590688,0.2962229247041709,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
915,0.2712931411409196,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,0.3363281562832972,-0.8223506245298137,1.2110011705318287,-1.3377642660508993,-1.489370035478392,0.12858386344491007,1.3467214358436497,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
923,-0.9351513363886111,1.42941662020131,-0.46812336418620953,0.5863810330591832,0.9269101890894585,-1.4063047778270505,-0.8223506245298137,-0.016364880682862654,-1.3377642660508993,1.3109922420991154,-0.08254868760758238,0.9229909439554566,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1
465,-1.4228629336877832,-0.22117993892260457,2.2051699592121947,0.7063954509786892,-1.2319093541255977,0.6267669786350218,-0.8223506245298137,1.2110011705318287,-0.43549520171800854,0.1648352576624577,0.17619218378027604,1.4422685075439285,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
655,-0.01106620466386416,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,-1.0359768873321518,0.9172058009867465,-0.8223506245298137,-0.016364880682862654,-0.43549520171800854,0.4412135375975383,0.457702251850266,2.0072424967281863,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
9,0.1087226087078623,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,-0.4731163463618897,0.3363281562832972,-0.8223506245298137,1.2110011705318287,-0.43549520171800854,-0.5342392151145107,-0.5358626942791104,-0.2308438023381282,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
737,-0.3362072695299788,-0.22117993892260457,-0.46812336418620953,1.2746990181857614,0.9269101890894585,0.7719863898108842,1.1512908743417392,1.2110011705318287,1.369042926947773,-0.41637200749513814,-0.415806929955144,0.25416144205350466,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
527,0.7333357070032931,-0.22117993892260457,-0.46812336418620953,1.0452596898102355,0.9269101890894585,-0.5349883107718767,-0.8223506245298137,-0.016364880682862654,-0.43549520171800854,-1.4284042384338889,-1.446630561564372,-1.830218698190622,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
108,0.8445681765627534,1.42941662020131,-0.46812336418620953,0.11691286884464508,0.9269101890894585,-1.5515241890029128,-0.8223506245298137,-1.2437309318975538,-1.3377642660508993,0.7175918175326188,0.7392123199202559,0.5984424667126615,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
907,1.9312238407205577,1.42941662020131,-0.46812336418620953,0.6146197196284787,-0.4659915293875826,0.7719863898108842,1.1512908743417392,-0.016364880682862654,0.46677386261488224,1.7987186184551396,1.8404134685469815,1.4214974050003897,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
456,-1.0378274621358052,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,1.2076446233384712,-0.8223506245298137,-1.2437309318975538,-0.43549520171800854,-1.3511808955108517,-1.367973336662463,-1.6214691176280562,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
944,0.5707651745702358,-0.22117993892260457,-0.46812336418620953,-0.4478608625412654,-0.8436068290258597,0.045889333931572594,-0.8223506245298137,-0.016364880682862654,1.369042926947773,0.10996604032240496,0.12030415556049862,0.9214331112646912,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1
490,-0.07096061134972739,1.42941662020131,-0.46812336418620953,0.6887462718728794,-0.15606199100522303,-1.2610853666511883,-0.8223506245298137,-0.016364880682862654,-0.43549520171800854,-1.4385652046079729,-1.4569801964198863,-1.8483934129162185,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
693,-0.5586722086488994,-0.22117993892260457,-0.46812336418620953,-0.40197299686616017,-0.6583615876938747,0.7719863898108842,1.1512908743417392,1.2110011705318287,-1.3377642660508993,0.4716964361197898,0.488751156416809,1.0673501066330517,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
740,1.5889700882299107,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,-1.2461589880742119,0.3363281562832972,1.1512908743417392,-0.016364880682862654,1.369042926947773,1.2581552179938793,-0.10945773823191966,0.5179544443564484,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
694,-1.0806091811971361,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,0.48154756745915955,1.1512908743417392,-1.2437309318975538,-1.3377642660508993,-1.489370035478392,0.8509883763598107,0.4286387034192312,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
701,-0.3190945819054465,-1.046478218484562,-0.46812336418620953,0.7134551226210131,0.9269101890894585,0.7719863898108842,2.1381116237775157,1.2110011705318287,-0.43549520171800854,-0.7720058235880727,-0.7780441498981459,-0.47282714697035616,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
71,0.19428604683052406,1.42941662020131,-0.46812336418620953,0.43459809274921973,-0.864981279948781,-0.6802077219477389,-0.8223506245298137,-1.2437309318975538,0.46677386261488224,-0.10544644256817251,-0.09910810337640533,0.536129159082045,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
684,0.972913333746746,-0.22117993892260457,-0.46812336418620953,1.355885242072486,-0.9718535345633877,1.2076446233384712,-0.8223506245298137,-0.016364880682862654,1.369042926947773,-0.7455873115354547,0.006458172149840909,-0.4188222803571551,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
940,0.9301316146854152,-0.22117993892260457,2.2051699592121947,0.7134551226210131,-0.5479269245921145,-0.6802077219477389,-0.8223506245298137,-0.016364880682862654,-0.43549520171800854,-1.3146014172841498,-1.3307146511826113,-1.7383065694354625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
741,-0.8495878982659494,-1.046478218484562,2.2051699592121947,1.475899659991992,0.9269101890894585,-1.1158659554753259,-0.8223506245298137,-0.016364880682862654,0.46677386261488224,-0.10747863580298929,-0.10117803034750819,-0.5268320135835572,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
220,0.39963829832491227,1.42941662020131,-0.46812336418620953,-0.8996798476499938,-1.1606611843825263,0.9172058009867465,-0.8223506245298137,-0.016364880682862654,0.46677386261488224,0.7785576145771219,-0.353709120822058,0.3787880573147379,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
284,-0.08807329897425974,1.42941662020131,-0.46812336418620953,-0.8996798476499938,-0.832919603564399,0.7719863898108842,1.1512908743417392,-0.016364880682862654,1.369042926947773,1.2053181938886433,1.2359947929849442,0.8149812107290544,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
455,0.5536524869457035,1.42941662020131,-0.46812336418620953,-0.8996798476499938,0.6241054676814062,-0.38976889959601435,1.1512908743417392,1.2110011705318287,-1.3377642660508993,2.0263242607546177,2.072245289310503,1.2049586609839968,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
720,2.033899966467752,1.42941662020131,-0.46812336418620953,1.4335416301380488,-0.19168607587675862,1.6433028568660581,-0.8223506245298137,-1.2437309318975538,-1.3377642660508993,0.7785576145771219,0.801310129053342,-0.20072570364999684,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
739,-0.04529157991292886,-0.22117993892260457,-0.46812336418620953,1.0523193614525592,-0.42324262754173986,-1.6967436001787752,-0.8223506245298137,-1.2437309318975538,1.369042926947773,-1.2048629826040445,-1.2189385947430564,-1.6121221214834638,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
521,-1.662440560431236,1.42941662020131,-0.46812336418620953,0.21221843601601748,0.9269101890894585,1.4980834456901957,-0.8223506245298137,-0.016364880682862654,1.369042926947773,1.7662035266980713,1.8072946370093357,0.9723223124963614,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
800,-0.8923696173272803,1.42941662020131,-0.46812336418620953,0.8264098688981951,0.9269101890894585,1.4980834456901957,-0.8223506245298137,-1.2437309318975538,1.369042926947773,-0.7821667897621565,-0.06805919880986232,-0.6743068416426833,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0
945,1.8199913711610975,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,-1.4278418209190433,1.0624252121626088,1.1512908743417392,-1.2437309318975538,0.46677386261488224,1.5833061355645623,0.056136419456309726,0.4161760418931079,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
363,0.7162230193787608,-1.046478218484562,-0.46812336418620953,1.242930495795304,-1.0074776194349233,0.19110874510743492,1.1512908743417392,-1.2437309318975538,0.46677386261488224,-1.489370035478392,-0.2460729183247089,-0.038711103810393575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
991,0.4937580802598402,-0.22117993892260457,-0.46812336418620953,1.1970426301201988,-0.22018534377398707,1.3528640345143335,-0.8223506245298137,-1.2437309318975538,-0.43549520171800854,-1.489370035478392,-0.4282264917817612,0.22923611900125798,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
728,-0.5073341457753023,-0.22117993892260457,1.7596210719791274,-0.8996798476499938,0.9269101890894585,0.19110874510743492,-0.8223506245298137,1.2110011705318287,1.369042926947773,1.5467266573378604,0.03750707671638392,1.1639357334605076,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
460,0.6135468936315667,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,0.6267669786350218,-0.8223506245298137,1.2110011705318287,0.46677386261488224,-0.08106012375037129,1.360190411251116,0.9396078259902877,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
896,0.39963829832491227,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,0.19110874510743492,-0.8223506245298137,-1.2437309318975538,1.369042926947773,-1.3552452819804852,-1.2354980105118796,-1.665088432969488,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
289,-1.3629685270019198,-0.22117993892260457,1.3140721847460601,-0.8996798476499938,-0.2593718371326762,-0.5349883107718767,-0.8223506245298137,-1.2437309318975538,0.46677386261488224,-1.1926698231951438,-1.2065190329164392,-1.6360088894085334,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
466,-0.6271229591470289,1.42941662020131,-0.46812336418620953,1.0240806748832638,0.9269101890894585,-1.4063047778270505,1.1512908743417392,-1.2437309318975538,-0.43549520171800854,0.6688191798970163,-0.4095971490418354,0.26662410357962796,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
169,-1.3030741203160567,1.42941662020131,-0.46812336418620953,1.7618163615061093,0.9269101890894585,0.9172058009867465,-0.8223506245298137,-0.016364880682862654,-1.3377642660508993,-1.3532130887456686,-1.3700432636335658,-1.6609342124607802,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
893,-1.3544121831896538,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,-0.5349883107718767,-0.8223506245298137,-1.2437309318975538,-1.3377642660508993,-1.208927369073678,-1.2230784486852622,-1.61679561955576,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
29,0.3568565792635814,1.42941662020131,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,-0.9706465442994636,-0.8223506245298137,1.2110011705318287,0.46677386261488224,1.3760224256132518,1.409868658557585,1.3555491544246538,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
608,0.579321518382502,1.42941662020131,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,-1.1158659554753259,2.1381116237775157,1.2110011705318287,-0.43549520171800854,1.6442719326090653,0.08718532402285273,0.8632740241427823,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
156,2.2392522179621404,1.42941662020131,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,-0.24454948842015203,1.1512908743417392,1.2110011705318287,-0.43549520171800854,-0.024158713175501768,1.4761063216328767,0.6815268768868171,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
488,0.8103428013136887,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,-0.5349883107718767,-0.8223506245298137,-1.2437309318975538,1.369042926947773,0.9411330733624633,0.9669042867415714,0.2344288946371427,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
170,0.19428604683052406,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,1.6433028568660581,1.1512908743417392,-1.2437309318975538,-1.3377642660508993,0.9370686868928298,0.13893349830042442,-0.28588722407850625,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
610,0.8873498956240843,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,-1.2610853666511883,1.1512908743417392,-0.016364880682862654,-1.3377642660508993,0.5387588128687432,-0.4758348121171272,0.13368904730097914,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
808,-0.5501158648366332,1.42941662020131,-0.46812336418620953,-0.8996798476499938,-1.5525261179694179,-0.6802077219477389,-0.8223506245298137,-0.016364880682862654,0.46677386261488224,1.688980183775034,0.10995452070498428,0.9032583965390947,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
811,-0.729799084894223,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,-0.30924555595282605,-1.2610853666511883,-0.8223506245298137,-1.2437309318975538,1.369042926947773,-1.38369598726792,-1.401092168200109,-1.7502499533979974,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
710,0.2969621725777182,-1.046478218484562,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,-1.2610853666511883,-0.8223506245298137,-0.016364880682862654,-1.3377642660508993,-0.06277038463702038,-0.05563963698324511,0.9769958105686577,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
222,1.118371178555271,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,1.0624252121626088,-0.8223506245298137,-1.2437309318975538,-1.3377642660508993,0.3233463299781657,0.33764648752629967,-0.31808243302099154,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
926,0.10016626489559613,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,0.045889333931572594,-0.8223506245298137,-1.2437309318975538,1.369042926947773,0.20141473588915956,1.9356301092177135,1.5170444767006686,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
136,0.006046482960668191,-0.22117993892260457,-0.46812336418620953,0.6993357793363653,0.20017885771013275,-0.38976889959601435,-0.8223506245298137,-1.2437309318975538,-1.3377642660508993,-1.4060501128509044,-1.4238613648822405,-1.7902343257943096,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
357,-0.7640244601432876,-0.22117993892260457,-0.46812336418620953,0.17339024198323613,0.9269101890894585,1.2076446233384712,1.1512908743417392,-1.2437309318975538,0.46677386261488224,0.7135274310629853,0.7350724659780502,0.3123205291754135,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
448,-1.4742009965613803,-1.046478218484562,-0.46812336418620953,0.4381279285703817,0.9269101890894585,-0.09933007724428972,-0.8223506245298137,-0.016364880682862654,-1.3377642660508993,1.0102276433462336,-0.23572328346919458,0.2962229247041709,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
711,-1.1576162755075317,1.42941662020131,-0.46812336418620953,-0.8996798476499938,-0.8934805478460095,0.6267669786350218,-0.8223506245298137,1.2110011705318287,-0.43549520171800854,-1.3897925669723703,-1.2044491059453364,-1.7865993828491904,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
342,-1.1405035878829994,-0.22117993892260457,-0.46812336418620953,-0.8996798476499938,0.9269101890894585,-0.5349883107718767,-0.8223506245298137,1.2110011705318287,0.46677386261488224,-1.489370035478392,0.6688348029027584,0.5189929994836253,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
437,0.47664539263530786,1.42941662020131,2.2051699592121947,1.5182576898459352,0.9269101890894585,-0.6802077219477389,-0.8223506245298137,1.2110011705318287,0.46677386261488224,-1.359309668450119,-1.243777718396291,-1.7066306380565657,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
443,-0.6784610220206259,-0.22117993892260457,-0.46812336418620953,1.8500622570351577,0.9269101890894585,-1.2610853666511883,-0.8223506245298137,1.2110011705318287,-0.43549520171800854,-1.3715028278590193,-1.3886726063734915,-1.80373554244761,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
